Document group,Document name,Code,Segment,Memos,Comment,Other codes assigned to segment
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > psych,neuropsychiatric disorders, ,,"Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Psychosis (Weight: 0)
Symptoms or other outcomes > Suicide (Weight: 0)
Symptoms or other outcomes > Violence (Weight: 0)
Mental Health Outcomes  > DSM Classified Disorders (Weight: 0)
DSM Classified Disorders > Depression (Weight: 0)
DSM Classified Disorders > Anxiety (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > psych,psychosis, ,,"Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Psychosis (Weight: 0)
Symptoms or other outcomes > Suicide (Weight: 0)
Symptoms or other outcomes > Violence (Weight: 0)
Mental Health Outcomes  > DSM Classified Disorders (Weight: 0)
DSM Classified Disorders > Depression (Weight: 0)
DSM Classified Disorders > Anxiety (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > suicide,suicides, ,,"Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Psychosis (Weight: 0)
Symptoms or other outcomes > Suicide (Weight: 0)
Symptoms or other outcomes > Violence (Weight: 0)
Mental Health Outcomes  > DSM Classified Disorders (Weight: 0)
DSM Classified Disorders > Depression (Weight: 0)
DSM Classified Disorders > Anxiety (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > anxi,"anxiety,", ,,"Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Psychosis (Weight: 0)
Symptoms or other outcomes > Suicide (Weight: 0)
Symptoms or other outcomes > Violence (Weight: 0)
Mental Health Outcomes  > DSM Classified Disorders (Weight: 0)
DSM Classified Disorders > Depression (Weight: 0)
DSM Classified Disorders > Anxiety (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > depress,depression, ,,"Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Psychosis (Weight: 0)
Symptoms or other outcomes > Suicide (Weight: 0)
Symptoms or other outcomes > Violence (Weight: 0)
Mental Health Outcomes  > DSM Classified Disorders (Weight: 0)
DSM Classified Disorders > Depression (Weight: 0)
DSM Classified Disorders > Anxiety (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Vulnerable communities,Classic heat stroke: most often occurs among older persons with compromised behavioral and physiological compensatory responses to heat exposure, ,,
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > mental,Mental, ,,
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Risk factors,"Drugs: 
• Antidepressants e.g. SSRI, TCA 
• Antipsychotics 
• Anticholinergics e.g. Oxybutynin, Diphenhydramine, Benztropine 
• Diuretics e.g. loop diuretics and thiazide diuretics 
• Antihypertensives e.g. ACE inhibitors, Beta blockers, Calcium Channel blockers", ,,"Search term > depress (Weight: 0)
Search term > psych (Weight: 0)
Risk factors > Medications (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Risk factors > Medications,"Drugs: 
• Antidepressants e.g. SSRI, TCA 
• Antipsychotics 
• Anticholinergics e.g. Oxybutynin, Diphenhydramine, Benztropine 
• Diuretics e.g. loop diuretics and thiazide diuretics 
• Antihypertensives e.g. ACE inhibitors, Beta blockers, Calcium Channel blockers", ,,"Search term > depress (Weight: 0)
Search term > psych (Weight: 0)
Risk factors (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > depress,Antidepressants, ,,"Risk factors (Weight: 0)
Risk factors > Medications (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > psych,• Antipsychotics, ,,"Risk factors (Weight: 0)
Risk factors > Medications (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes ,"Signs of CNS dysfunction: 
Confusion, delirium, ataxia, seizures, coma. (altered mental status with disorientation, incoherent behaviour, Coma, Convulsion)", ,,"Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Altered mental status due to heat stroke (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes  > Symptoms or other outcomes,"Signs of CNS dysfunction: 
Confusion, delirium, ataxia, seizures, coma. (altered mental status with disorientation, incoherent behaviour, Coma, Convulsion)", ,,"Mental Health Outcomes  (Weight: 0)
Symptoms or other outcomes > Altered mental status due to heat stroke (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes  > Symptoms or other outcomes > Altered mental status due to heat stroke,"Signs of CNS dysfunction: 
Confusion, delirium, ataxia, seizures, coma. (altered mental status with disorientation, incoherent behaviour, Coma, Convulsion)", ,,"Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Interventions or Plans,"Temperature every 15-30 minutes (do not overcorrect to less than 38°C) 
2. Vital signs (BP/HR/SpO2), watch for altered cardiac rhythms (ECG), altered mental status Glasgow Coma Scale (GCS) 
3. Look out for complications of treatment: - 
 a. Acute pulmonary edema 
 b. Hypothermia 
4. Seizure (treat with benzodiazepines) 
5. Look for signs of coagulopathy 
6. Arterial Blood Gas (ABG) analysis regularly-look for metabolic acidosis 
7. CT brain to look for complications or rule out intracranial pathology 
8. Co-management and referral to intensive care unit 
9. Inform/communicate with next of kin regarding patient condition 
10. Proper counselling of the attendant", ,,"Search term > counsel (Weight: 0)
Mental Health Interventions or Plans > Individual (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Interventions or Plans > Individual,"Temperature every 15-30 minutes (do not overcorrect to less than 38°C) 
2. Vital signs (BP/HR/SpO2), watch for altered cardiac rhythms (ECG), altered mental status Glasgow Coma Scale (GCS) 
3. Look out for complications of treatment: - 
 a. Acute pulmonary edema 
 b. Hypothermia 
4. Seizure (treat with benzodiazepines) 
5. Look for signs of coagulopathy 
6. Arterial Blood Gas (ABG) analysis regularly-look for metabolic acidosis 
7. CT brain to look for complications or rule out intracranial pathology 
8. Co-management and referral to intensive care unit 
9. Inform/communicate with next of kin regarding patient condition 
10. Proper counselling of the attendant", ,,"Search term > counsel (Weight: 0)
Mental Health Interventions or Plans (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > counsel,counselling, ,,"Mental Health Interventions or Plans (Weight: 0)
Mental Health Interventions or Plans > Individual (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Vulnerable communities,Pregnant women are considered vulnerable to extreme heat because ambient heat exposure has been linked to pregnancy complication related to mother and fetus., ,,
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes ,• Excessive irritability, ,,"Search term > irritab (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Irritability (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes  > Symptoms or other outcomes,• Excessive irritability, ,,"Search term > irritab (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Symptoms or other outcomes > Irritability (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes  > Symptoms or other outcomes > Irritability,• Excessive irritability, ,,"Search term > irritab (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > irritab,irritability, ,,"Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Irritability (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > mental,Mental, ,,
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mechanisms,"Table 8: Mechanisms for Medication Increasing the Risk of Heat-Related Illnesses 
Effect Medication/Agent 
Reduced vasodilation Beta-blockers 
Decreased sweating 
Anticholinergics, e.g., tricyclic antidepressants and benztropine, beta-blockers, antihistamines, phenothiazines 
Increased heat production Antipsychotic drugs, e.g., risperidone and olanzapine; stimulants, e.g., amphetamine, cocaine, caffeine 
Decreased thirst Butyrophenones, e.g., haloperidol and droperidol; angiotensin-converting enzyme (ACE) inhibitors 
Dehydration79 Diuretics, caffeine, alcohol 
Aggravation of heat illness by worsening hypotension in vulnerable patients 
Vasodilators, e.g., nitrates, calcium channel blockers, other antihypertensives Increased toxicity for drugs with a narrow 
therapeutic index in dehydration Digoxin, lithium, warfarin","Alcohol and drug abuse put strains on the body. Intoxication reduces body sensations so that dehydration, overheating or heatstroke is recognised less quickly.",,"Search term > depress (Weight: 0)
Search term > alcohol (Weight: 0)
Search term > psych (Weight: 0)
Risk factors (Weight: 0)
Risk factors > Medications (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Risk factors,"Decreased sweating 
Anticholinergics, e.g., tricyclic antidepressants and benztropine, beta-blockers, antihistamines, phenothiazines", ,,"Search term > depress (Weight: 0)
Risk factors > Medications (Weight: 0)
Mechanisms (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Risk factors > Medications,"Decreased sweating 
Anticholinergics, e.g., tricyclic antidepressants and benztropine, beta-blockers, antihistamines, phenothiazines", ,,"Search term > depress (Weight: 0)
Risk factors (Weight: 0)
Mechanisms (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > depress,antidepressants, ,,"Risk factors (Weight: 0)
Risk factors > Medications (Weight: 0)
Mechanisms (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > psych,Antipsychotic, ,,Mechanisms (Weight: 0)
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > alcohol,alcohol, ,,Mechanisms (Weight: 0)
